Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-03 07:25:00+00:00,566.230224609375,566.230224609375,566.230224609375,566.230224609375,566.230224609375,0
2024-07-03 07:26:00+00:00,566.2098388671875,566.2098388671875,566.2098388671875,566.2098388671875,566.2098388671875,0
2024-07-03 07:27:00+00:00,566.1302490234375,566.1302490234375,566.1302490234375,566.1302490234375,566.1302490234375,0
2024-07-03 07:28:00+00:00,565.9116821289062,565.9116821289062,565.9116821289062,565.9116821289062,565.9116821289062,0
2024-07-03 07:29:00+00:00,565.7628784179688,565.7628784179688,565.7628784179688,565.7628784179688,565.7628784179688,0
2024-07-03 07:30:00+00:00,565.81884765625,565.81884765625,565.81884765625,565.81884765625,565.81884765625,0
2024-07-03 07:31:00+00:00,566.150634765625,566.150634765625,566.150634765625,566.150634765625,566.150634765625,0
2024-07-03 07:32:00+00:00,566.3408813476562,566.3408813476562,566.3408813476562,566.3408813476562,566.3408813476562,1341440
2024-07-03 07:33:00+00:00,566.1589965820312,566.1589965820312,566.1589965820312,566.1589965820312,566.1589965820312,24448
2024-07-03 07:35:00+00:00,566.064453125,566.064453125,566.064453125,566.064453125,566.064453125,1243008
2024-07-03 07:37:00+00:00,566.1231689453125,566.1231689453125,566.1231689453125,566.1231689453125,566.1231689453125,920064
2024-07-03 07:38:00+00:00,566.0504150390625,566.0504150390625,566.0504150390625,566.0504150390625,566.0504150390625,726912
2024-07-03 07:39:00+00:00,566.275146484375,566.275146484375,566.275146484375,566.275146484375,566.275146484375,3646464
2024-07-03 07:40:00+00:00,566.3707885742188,566.3707885742188,566.3707885742188,566.3707885742188,566.3707885742188,0
2024-07-03 07:41:00+00:00,566.5108032226562,566.5108032226562,566.5108032226562,566.5108032226562,566.5108032226562,0
2024-07-03 07:42:00+00:00,566.3685302734375,566.3685302734375,566.3685302734375,566.3685302734375,566.3685302734375,4396672
2024-07-03 07:43:00+00:00,566.4819946289062,566.4819946289062,566.4819946289062,566.4819946289062,566.4819946289062,0
2024-07-03 07:44:00+00:00,566.4712524414062,566.4712524414062,566.4712524414062,566.4712524414062,566.4712524414062,1732864
2024-07-03 07:45:00+00:00,566.3673095703125,566.3673095703125,566.3673095703125,566.3673095703125,566.3673095703125,0
2024-07-03 07:47:00+00:00,566.2695922851562,566.2695922851562,566.2695922851562,566.2695922851562,566.2695922851562,0
2024-07-03 07:49:00+00:00,565.8693237304688,565.8693237304688,565.8693237304688,565.8693237304688,565.8693237304688,198912
2024-07-03 07:50:00+00:00,565.91455078125,565.91455078125,565.91455078125,565.91455078125,565.91455078125,0
2024-07-03 07:51:00+00:00,565.7799682617188,565.7799682617188,565.7799682617188,565.7799682617188,565.7799682617188,51072
2024-07-03 07:52:00+00:00,565.579833984375,565.579833984375,565.579833984375,565.579833984375,565.579833984375,0
2024-07-03 07:53:00+00:00,565.5992431640625,565.5992431640625,565.5992431640625,565.5992431640625,565.5992431640625,0
2024-07-03 07:54:00+00:00,565.6639404296875,565.6639404296875,565.6639404296875,565.6639404296875,565.6639404296875,0
2024-07-03 07:55:00+00:00,565.5671997070312,565.5671997070312,565.5671997070312,565.5671997070312,565.5671997070312,0
2024-07-03 07:56:00+00:00,565.585205078125,565.585205078125,565.585205078125,565.585205078125,565.585205078125,0
2024-07-03 07:57:00+00:00,565.706787109375,565.706787109375,565.706787109375,565.706787109375,565.706787109375,95232
2024-07-03 07:59:00+00:00,565.80615234375,565.80615234375,565.80615234375,565.80615234375,565.80615234375,2415488
2024-07-03 08:01:00+00:00,565.6392211914062,565.6392211914062,565.6392211914062,565.6392211914062,565.6392211914062,257024
2024-07-03 08:02:00+00:00,565.4806518554688,565.4806518554688,565.4806518554688,565.4806518554688,565.4806518554688,0
2024-07-03 08:03:00+00:00,565.6873168945312,565.6873168945312,565.6873168945312,565.6873168945312,565.6873168945312,0
2024-07-03 08:04:00+00:00,565.5984497070312,565.5984497070312,565.5984497070312,565.5984497070312,565.5984497070312,184832
2024-07-03 08:05:00+00:00,565.5518188476562,565.5518188476562,565.5518188476562,565.5518188476562,565.5518188476562,243328
2024-07-03 08:06:00+00:00,565.4144287109375,565.4144287109375,565.4144287109375,565.4144287109375,565.4144287109375,0
2024-07-03 08:07:00+00:00,565.2084350585938,565.2084350585938,565.2084350585938,565.2084350585938,565.2084350585938,0
2024-07-03 08:08:00+00:00,565.21484375,565.21484375,565.21484375,565.21484375,565.21484375,2644096
2024-07-03 08:09:00+00:00,565.096435546875,565.096435546875,565.096435546875,565.096435546875,565.096435546875,470528
2024-07-03 08:11:00+00:00,564.8418579101562,564.8418579101562,564.8418579101562,564.8418579101562,564.8418579101562,0
2024-07-03 08:13:00+00:00,565.150634765625,565.150634765625,565.150634765625,565.150634765625,565.150634765625,0
2024-07-03 08:14:00+00:00,565.232177734375,565.232177734375,565.232177734375,565.232177734375,565.232177734375,0
2024-07-03 08:15:00+00:00,565.3043212890625,565.3043212890625,565.3043212890625,565.3043212890625,565.3043212890625,0
2024-07-03 08:16:00+00:00,565.3621826171875,565.3621826171875,565.3621826171875,565.3621826171875,565.3621826171875,173824
2024-07-03 08:17:00+00:00,565.4677124023438,565.4677124023438,565.4677124023438,565.4677124023438,565.4677124023438,1388288
2024-07-03 08:18:00+00:00,565.4642944335938,565.4642944335938,565.4642944335938,565.4642944335938,565.4642944335938,321280
2024-07-03 08:19:00+00:00,565.919677734375,565.919677734375,565.919677734375,565.919677734375,565.919677734375,126848
2024-07-03 08:20:00+00:00,565.909423828125,565.909423828125,565.909423828125,565.909423828125,565.909423828125,1922176
2024-07-03 08:21:00+00:00,565.8773193359375,565.8773193359375,565.8773193359375,565.8773193359375,565.8773193359375,391680
2024-07-03 08:23:00+00:00,566.0537719726562,566.0537719726562,566.0537719726562,566.0537719726562,566.0537719726562,0
2024-07-03 08:25:00+00:00,566.297119140625,566.297119140625,566.297119140625,566.297119140625,566.297119140625,164992
2024-07-03 08:26:00+00:00,566.2573852539062,566.2573852539062,566.2573852539062,566.2573852539062,566.2573852539062,0
2024-07-03 08:27:00+00:00,566.298583984375,566.298583984375,566.298583984375,566.298583984375,566.298583984375,0
2024-07-03 08:28:00+00:00,566.5546875,566.5546875,566.5546875,566.5546875,566.5546875,0
2024-07-03 08:29:00+00:00,566.6370849609375,566.6370849609375,566.6370849609375,566.6370849609375,566.6370849609375,0
2024-07-03 08:30:00+00:00,566.5562133789062,566.5562133789062,566.5562133789062,566.5562133789062,566.5562133789062,1232640
2024-07-03 08:31:00+00:00,566.6812744140625,566.6812744140625,566.6812744140625,566.6812744140625,566.6812744140625,52736
2024-07-03 08:32:00+00:00,566.5498046875,566.5498046875,566.5498046875,566.5498046875,566.5498046875,3182464
2024-07-03 08:33:00+00:00,566.4413452148438,566.4413452148438,566.4413452148438,566.4413452148438,566.4413452148438,305280
2024-07-03 08:35:00+00:00,566.0125732421875,566.0125732421875,566.0125732421875,566.0125732421875,566.0125732421875,150400
2024-07-03 08:37:00+00:00,565.5121459960938,565.5121459960938,565.5121459960938,565.5121459960938,565.5121459960938,0
2024-07-03 08:38:00+00:00,565.5845947265625,565.5845947265625,565.5845947265625,565.5845947265625,565.5845947265625,0
2024-07-03 08:39:00+00:00,565.7181396484375,565.7181396484375,565.7181396484375,565.7181396484375,565.7181396484375,0
2024-07-03 08:40:00+00:00,566.0888671875,566.0888671875,566.0888671875,566.0888671875,566.0888671875,2944
2024-07-03 08:41:00+00:00,566.0320434570312,566.0320434570312,566.0320434570312,566.0320434570312,566.0320434570312,2712960
2024-07-03 08:42:00+00:00,566.0057373046875,566.0057373046875,566.0057373046875,566.0057373046875,566.0057373046875,67584
2024-07-03 08:43:00+00:00,565.9622192382812,565.9622192382812,565.9622192382812,565.9622192382812,565.9622192382812,95744
2024-07-03 08:44:00+00:00,565.9639892578125,565.9639892578125,565.9639892578125,565.9639892578125,565.9639892578125,0
2024-07-03 08:45:00+00:00,565.991943359375,565.991943359375,565.991943359375,565.991943359375,565.991943359375,242816
2024-07-03 08:47:00+00:00,566.0896606445312,566.0896606445312,566.0896606445312,566.0896606445312,566.0896606445312,0
2024-07-03 08:49:00+00:00,566.2369995117188,566.2369995117188,566.2369995117188,566.2369995117188,566.2369995117188,0
2024-07-03 08:50:00+00:00,566.1234130859375,566.1234130859375,566.1234130859375,566.1234130859375,566.1234130859375,1935104
2024-07-03 08:51:00+00:00,566.1434326171875,566.1434326171875,566.1434326171875,566.1434326171875,566.1434326171875,0
2024-07-03 08:52:00+00:00,566.12060546875,566.12060546875,566.12060546875,566.12060546875,566.12060546875,0
2024-07-03 08:53:00+00:00,566.1171264648438,566.1171264648438,566.1171264648438,566.1171264648438,566.1171264648438,0
2024-07-03 08:54:00+00:00,566.1475830078125,566.1475830078125,566.1475830078125,566.1475830078125,566.1475830078125,223360
2024-07-03 08:55:00+00:00,565.8631591796875,565.8631591796875,565.8631591796875,565.8631591796875,565.8631591796875,0
2024-07-03 08:56:00+00:00,565.9805297851562,565.9805297851562,565.9805297851562,565.9805297851562,565.9805297851562,412160
2024-07-03 08:57:00+00:00,566.0101928710938,566.0101928710938,566.0101928710938,566.0101928710938,566.0101928710938,77184
2024-07-03 08:59:00+00:00,565.9717407226562,565.9717407226562,565.9717407226562,565.9717407226562,565.9717407226562,2153600
2024-07-03 09:01:00+00:00,565.2910766601562,565.2910766601562,565.2910766601562,565.2910766601562,565.2910766601562,94976
2024-07-03 09:02:00+00:00,565.4232788085938,565.4232788085938,565.4232788085938,565.4232788085938,565.4232788085938,846720
2024-07-03 09:03:00+00:00,565.3632202148438,565.3632202148438,565.3632202148438,565.3632202148438,565.3632202148438,289792
2024-07-03 09:04:00+00:00,565.5142211914062,565.5142211914062,565.5142211914062,565.5142211914062,565.5142211914062,0
2024-07-03 09:05:00+00:00,565.5896606445312,565.5896606445312,565.5896606445312,565.5896606445312,565.5896606445312,838272
2024-07-03 09:06:00+00:00,565.6109008789062,565.6109008789062,565.6109008789062,565.6109008789062,565.6109008789062,0
2024-07-03 09:07:00+00:00,565.9454345703125,565.9454345703125,565.9454345703125,565.9454345703125,565.9454345703125,0
2024-07-03 09:08:00+00:00,565.98291015625,565.98291015625,565.98291015625,565.98291015625,565.98291015625,0
2024-07-03 09:09:00+00:00,565.9290161132812,565.9290161132812,565.9290161132812,565.9290161132812,565.9290161132812,938112
2024-07-03 09:11:00+00:00,565.869140625,565.869140625,565.869140625,565.869140625,565.869140625,2160000
2024-07-03 09:13:00+00:00,565.9522094726562,565.9522094726562,565.9522094726562,565.9522094726562,565.9522094726562,0
2024-07-03 09:14:00+00:00,566.04736328125,566.04736328125,566.04736328125,566.04736328125,566.04736328125,0
2024-07-03 09:15:00+00:00,565.9010620117188,565.9010620117188,565.9010620117188,565.9010620117188,565.9010620117188,0
2024-07-03 09:16:00+00:00,565.9681396484375,565.9681396484375,565.9681396484375,565.9681396484375,565.9681396484375,48896
2024-07-03 09:17:00+00:00,565.9136352539062,565.9136352539062,565.9136352539062,565.9136352539062,565.9136352539062,0
2024-07-03 09:18:00+00:00,565.9361572265625,565.9361572265625,565.9361572265625,565.9361572265625,565.9361572265625,558208
2024-07-03 09:19:00+00:00,565.8153686523438,565.8153686523438,565.8153686523438,565.8153686523438,565.8153686523438,5504
2024-07-03 09:20:00+00:00,565.78271484375,565.78271484375,565.78271484375,565.78271484375,565.78271484375,929408
2024-07-03 09:21:00+00:00,565.7909545898438,565.7909545898438,565.7909545898438,565.7909545898438,565.7909545898438,0
2024-07-03 09:23:00+00:00,565.6114501953125,565.6114501953125,565.6114501953125,565.6114501953125,565.6114501953125,0
2024-07-03 09:25:00+00:00,565.6570434570312,565.6570434570312,565.6570434570312,565.6570434570312,565.6570434570312,282368
2024-07-03 09:26:00+00:00,565.6821899414062,565.6821899414062,565.6821899414062,565.6821899414062,565.6821899414062,0
2024-07-03 09:27:00+00:00,565.625,565.625,565.625,565.625,565.625,87552
2024-07-03 09:28:00+00:00,565.8014526367188,565.8014526367188,565.8014526367188,565.8014526367188,565.8014526367188,0
2024-07-03 09:29:00+00:00,565.8280029296875,565.8280029296875,565.8280029296875,565.8280029296875,565.8280029296875,1061888
2024-07-03 09:30:00+00:00,565.8735961914062,565.8735961914062,565.8735961914062,565.8735961914062,565.8735961914062,63744
2024-07-03 09:31:00+00:00,566.0530395507812,566.0530395507812,566.0530395507812,566.0530395507812,566.0530395507812,172672
2024-07-03 09:32:00+00:00,565.9620361328125,565.9620361328125,565.9620361328125,565.9620361328125,565.9620361328125,954880
2024-07-03 09:33:00+00:00,566.1342163085938,566.1342163085938,566.1342163085938,566.1342163085938,566.1342163085938,413952
2024-07-03 09:35:00+00:00,566.19140625,566.19140625,566.19140625,566.19140625,566.19140625,0
2024-07-03 09:37:00+00:00,566.2013549804688,566.2013549804688,566.2013549804688,566.2013549804688,566.2013549804688,673280
2024-07-03 09:38:00+00:00,566.2498168945312,566.2498168945312,566.2498168945312,566.2498168945312,566.2498168945312,84992
2024-07-03 09:39:00+00:00,566.2332763671875,566.2332763671875,566.2332763671875,566.2332763671875,566.2332763671875,1549440
2024-07-03 09:40:00+00:00,566.17236328125,566.17236328125,566.17236328125,566.17236328125,566.17236328125,0
2024-07-03 09:41:00+00:00,566.170166015625,566.170166015625,566.170166015625,566.170166015625,566.170166015625,0
2024-07-03 09:43:00+00:00,566.1073608398438,566.1073608398438,566.1073608398438,566.1073608398438,566.1073608398438,200448
2024-07-03 09:44:00+00:00,566.1547241210938,566.1547241210938,566.1547241210938,566.1547241210938,566.1547241210938,325504
2024-07-03 09:45:00+00:00,566.164794921875,566.164794921875,566.164794921875,566.164794921875,566.164794921875,158464
2024-07-03 09:47:00+00:00,566.4280395507812,566.4280395507812,566.4280395507812,566.4280395507812,566.4280395507812,680448
2024-07-03 09:49:00+00:00,566.33447265625,566.33447265625,566.33447265625,566.33447265625,566.33447265625,220032
2024-07-03 09:50:00+00:00,566.2944946289062,566.2944946289062,566.2944946289062,566.2944946289062,566.2944946289062,638976
2024-07-03 09:51:00+00:00,566.2451171875,566.2451171875,566.2451171875,566.2451171875,566.2451171875,312832
2024-07-03 09:52:00+00:00,566.089599609375,566.089599609375,566.089599609375,566.089599609375,566.089599609375,0
2024-07-03 09:53:00+00:00,566.168212890625,566.168212890625,566.168212890625,566.168212890625,566.168212890625,277888
2024-07-03 09:54:00+00:00,566.1449584960938,566.1449584960938,566.1449584960938,566.1449584960938,566.1449584960938,440704
2024-07-03 09:55:00+00:00,566.1052856445312,566.1052856445312,566.1052856445312,566.1052856445312,566.1052856445312,1284736
2024-07-03 09:56:00+00:00,566.0639038085938,566.0639038085938,566.0639038085938,566.0639038085938,566.0639038085938,1055104
2024-07-03 09:57:00+00:00,565.8659057617188,565.8659057617188,565.8659057617188,565.8659057617188,565.8659057617188,23680
2024-07-03 09:58:00+00:00,565.6326904296875,565.6326904296875,565.6326904296875,565.6326904296875,565.6326904296875,251648
2024-07-03 09:59:00+00:00,565.66015625,565.66015625,565.66015625,565.66015625,565.66015625,2107776
